repo_name,time_stamp,pattern,reason_type,group_reason
openstack/cyborg,2019-12-10 09:39:43,pycodestyle pep8,2,project specific
openstack/deb-heat,2013-08-21 23:10:22,requests httplib,4,target library
openstack/deb-manila,2015-01-04 07:43:52,oslotest testtools,4,target library
openstack/deb-nova,2014-04-02 06:51:36,six xmlrpclib,2,project specific
openstack/deb-oslo.privsep,2016-03-22 04:16:23,msgpack json,5,target library
openstack/deb-oslo.privsep,2016-03-22 04:16:23,msgpack json,3,target library
openstack/deb-python-ironicclient,2016-05-19 10:00:40,tempest tempest-lib,6,source library
openstack/deb-python-manilaclient,2014-12-28 10:00:29,six urllib,2,project specific
openstack/deb-python-pecan,2010-12-08 21:40:02,json simplejson,7,source library
openstack/deb-python-taskflow,2013-11-21 14:38:44,testtools unittest2,2,project specific
openstack/deb-sahara,2016-04-21 08:54:21,keystoneauth1 python-keystoneclient,1,project specific
openstack/ec2-api,2016-02-26 12:46:06,tempest tempest-lib,6,source library
openstack/entropy,2013-12-17 07:47:17,pyyaml json,4,target library
openstack/fuel-ccp,2016-09-06 13:54:09,json pyyaml,3,target library
openstack/gce-api,2016-02-26 12:47:09,tempest tempest-lib,6,source library
openstack/heat-translator,2018-10-26 09:43:16,oslo.log logging,3,target library
openstack/horizon,2019-01-30 08:02:20,pycodestyle pep8,6,source library
openstack/ironic,2017-10-05 14:05:35,oslotest testtools,1,project specific
openstack/ironic,2013-10-04 13:51:11,mock mox,2,project specific
openstack/manila-ui,2016-07-21 16:18:14,unittest algoliasearch-django,6,source library
openstack/manila-ui,2016-07-21 16:18:14,unittest django,6,source library
openstack/networking-bagpipe,2017-02-23 12:38:49,oslo.serialization json,6,source library
openstack/networking-sfc,2016-04-22 06:25:38,oslo.i18n neutron,10,source library
openstack/networking-vsphere,2016-11-25 03:03:51,neutron-lib neutron,2,project specific
openstack/networking-vsphere,2016-03-23 07:02:22,tempest tempest-lib,6,source library
openstack/neutron-lbaas,2016-03-13 08:50:37,tempest tempest-lib,1,project specific
openstack/octavia,2015-11-05 16:25:51,cryptography pyopenssl,7,source library
openstack/oslo.messaging,2018-12-04 16:25:07,confluent-kafka kafka,7,source library
openstack/oslo.messaging,2018-12-04 16:25:07,confluent-kafka kafka,5,target library
openstack/oslo.messaging,2018-12-04 16:25:07,confluent-kafka kafka-python,7,source library
openstack/oslo.messaging,2018-12-04 16:25:07,confluent-kafka kafka-python,5,target library
openstack/python-aodhclient,2016-04-12 16:16:59,tempest tempest-lib,6,source library
openstack/python-blazarclient,2017-10-06 08:20:19,keystoneauth1 python-keystoneclient,8,project specific
openstack/python-ceilometerclient,2016-04-12 17:31:46,tempest tempest-lib,6,source library
openstack/python-cinderclient,2016-05-20 13:13:07,tempest tempest-lib,6,source library
openstack/python-glanceclient,2013-10-16 14:00:56,six httplib,2,project specific
openstack/python-solumclient,2015-04-29 19:32:06,json pprint,7,source library
openstack/releases,2019-07-08 16:40:11,ruamel pyyaml,3,target library
openstack/trove,2014-06-27 19:32:51,six xmlrpclib,2,project specific
openstack/trove,2013-07-02 00:31:23,jsonschema json,13,target library
openstack/trove-dashboard,2018-06-19 15:17:06,mock mox3,8,project specific
openstack-infra/jenkins-job-builder,2013-07-24 20:40:33,testtools unittest,2,project specific
openstack-infra/shade,2015-09-21 16:12:21,keystoneauth1 python-keystoneclient,1,project specific
openstack-infra/shade,2018-05-04 16:30:09,openstack.nose-plugin os-client-config,1,project specific
openstate/open-raadsinformatie,2019-09-20 15:05:26,simplejson json,4,target library
openstate/open-raadsinformatie,2017-07-04 08:26:28,pickle msgpack,5,target library
openstate/open-raadsinformatie,2017-07-04 08:26:28,pickle msgpack,7,source library
openstate/open-raadsinformatie,2017-07-04 08:26:28,pickle msgpack,16,target library
openstates/openstates-scrapers,2017-05-09 01:26:23,html htmlparser,13,target library
opentargets/data_pipeline,2017-02-27 00:43:54,ujson json,5,target library
openvstorage/framework,2016-03-14 13:45:24,ujson json,5,target library
ostroproject/ostro-os,2015-07-22 22:25:01,logging bb,2,project specific
pagekite/PyPagekite,2019-09-20 22:02:02,six urllib,2,project specific
PaloAltoNetworks/minemeld-core,2017-03-09 23:14:11,json pprint,4,target library
PaloAltoNetworks/minemeld-core,2015-09-23 14:48:28,ujson json,5,target library
pantsbuild/pants,2019-09-07 21:51:13,path os,4,target library
Parallels/githooks,2017-02-15 18:18:04,pyyaml json,4,target library
ParaToolsInc/taucmdr,2016-09-15 14:30:10,fasteners lockfile,6,source library
Parsely/serpextract,2016-09-23 19:05:24,json pickle,4,target library
Parsely/serpextract,2016-09-23 19:05:24,json pickle,5,target library
Parsely/serpextract,2016-09-23 19:05:24,json simplejson,4,target library
Parsely/serpextract,2016-09-23 19:05:24,json simplejson,5,target library
paterva/maltego-trx,2021-01-14 20:44:38,cryptography pycryptodome,1,project specific
paulgavrikov/visualkeras,2020-10-29 00:33:56,pytest unittest,3,target library
pawelrychlik/jira-dependency-graph,2014-08-13 17:07:27,requests restkit,7,source library
pbrod/Nvector,2018-12-06 14:46:11,cartopy basemap,6,source library
pculture/miro,2006-04-18 02:01:01,unittest test,3,target library
pculture/miro,2006-04-18 02:01:01,unittest mbed-host-tests,4,target library
pculture/mirocommunity,2011-09-01 22:25:06,django simplejson,1,project specific
pculture/mirocommunity,2011-09-01 22:25:06,algoliasearch-django simplejson,1,project specific
PennyDreadfulMTG/Penny-Dreadful-Tools,2016-10-27 23:44:56,munch bunch,2,project specific
perfsonar/pscheduler,2018-12-17 19:38:37,ipaddress ipaddr,6,source library
perfsonar/pscheduler,2018-12-17 19:38:37,py2-ipaddress ipaddr,6,source library
peterbe/django-html-validator,2017-03-26 16:03:44,algoliasearch-django six,2,project specific
peterbe/django-html-validator,2017-03-26 16:03:44,django six,1,project specific
pguridi/pywars,2013-10-22 20:01:34,json simplejson,6,source library
Phuks-co/throat,2020-05-12 20:33:39,gevent eventlet,7,source library
pilosa/python-pilosa,2017-04-09 10:43:03,urllib3 requests,3,target library
PingoLH/FCHarDNet,2019-11-15 10:32:22,pillow scipy,6,source library
plangrid/flask-rebar,2019-09-17 18:06:26,unittest pytest,2,project specific
plone/Products.Archetypes,2006-04-11 16:31:45,logging zlog,6,source library
PMEAL/OpenPNM,2016-04-07 02:51:10,dill pickle,3,target library
pndurette/gTTS,2017-04-15 04:37:17,six urllib,2,project specific
pndurette/gTTS,2017-04-15 04:37:17,six urllib,3,target library
poldracklab/niworkflows,2019-04-25 23:19:54,pyyaml json,4,target library
pomo-mondreganto/ForcAD,2021-01-02 19:58:43,eventlet gevent,1,project specific
praekelt/django-ultracache,2017-08-30 10:09:14,pickle json,3,target library
privacyidea/privacyidea,2021-01-25 15:30:57,google oauth2client,6,source library
privacyidea/privacyidea,2021-01-13 16:13:34,cryptography ecdsa,10,source library
privcount/privcount,2016-10-26 05:29:38,json pyyaml,4,target library
privcount/privcount,2016-10-26 05:29:38,json pyyaml,5,target library
prymatex/prymatex,2012-03-13 13:51:50,httplib2 requests,3,target library
PsychoinformaticsLab/pliers,2016-09-08 17:25:48,pytest unittest,6,source library
psychopy/psychopy,2018-10-25 14:15:02,dulwich gitpython,4,target library
pvlib/pvlib-python,2016-07-05 16:27:48,pytest nose,6,source library
pvlib/pvlib-python,2016-07-05 16:27:48,pytest nose,3,target library
PyCQA/astroid,2017-03-14 01:14:18,backports functools32,1,project specific
pyelasticsearch/pyelasticsearch,2014-05-21 15:29:01,urllib3 requests,5,target library
Pylons/pyramid,2010-11-17 23:11:48,webtest twill,6,source library
PyLops/pylops,2018-12-16 16:59:52,imageio scipy,6,source library
PyO3/setuptools-rust,2018-06-10 01:06:30,toml configparser,3,target library
PyPSA/atlite,2021-04-30 07:20:42,tqdm progressbar,4,target library
pytest-dev/pytest-mock,2014-07-22 21:57:36,pytest tox,2,project specific
python-microscopy/python-microscopy,2020-06-05 18:42:51,pillow scipy,11,target library
python-trio/unasync,2019-05-07 19:55:19,backports tempfile,2,project specific
pzivich/zepid,2018-12-13 00:53:36,numpy math,5,target library
qtumproject/qtum-electrum,2019-08-20 07:03:11,pycryptodomex cryptography,5,target library
QuarkChain/pyquarkchain,2018-06-18 22:37:19,plyvel leveldb,2,project specific
rackerlabs/mimic,2015-10-13 00:27:55,six urllib,2,project specific
raiden-network/raiden-contracts,2021-03-23 09:56:20,semantic-version node-semver,1,project specific
raiden-network/raiden-contracts,2021-03-23 09:56:20,semantic-version semver,1,project specific
ralphbean/bugwarrior,2018-11-10 09:46:01,six configparser,2,project specific
randsleadershipslack/destalinator,2021-02-24 16:41:18,ruamel pyyaml,10,source library
RaRe-Technologies/gensim,2011-04-24 22:04:11,unittest nose,2,project specific
ReadabilityHoldings/python-readability-api,2015-06-28 00:20:48,requests python-oauth2,2,project specific
ReadabilityHoldings/python-readability-api,2015-06-28 00:20:48,requests-oauthlib python-oauth2,2,project specific
ReadabilityHoldings/python-readability-api,2015-06-28 00:20:48,requests requests-oauth2,2,project specific
ReadabilityHoldings/python-readability-api,2015-06-28 00:20:48,requests-oauthlib requests-oauth2,2,project specific
ReagentX/purple_air_api,2020-09-14 22:33:18,cartopy basemap,6,source library
recipy/recipy,2016-09-13 14:19:48,colorama blessings,2,project specific
relekang/python-semantic-release,2021-01-26 12:26:51,tomlkit toml,3,target library
restran/fomalhaut,2017-05-28 07:20:54,cryptography pycryptodome,5,target library
restran/fomalhaut,2017-05-28 06:39:24,ujson json,2,project specific
reviewboard/rbtools,2014-11-19 09:03:21,six urllib2,2,project specific
rhinstaller/anaconda,2015-02-03 13:36:57,requests urllib,2,project specific
rhinstaller/anaconda,2015-02-03 13:36:57,requests urllib,10,source library
rhinstaller/anaconda,2015-02-03 13:36:57,requests urllib2,2,project specific
rhinstaller/anaconda,2015-02-03 13:36:57,requests urllib2,10,source library
rhinstaller/blivet,2017-05-26 17:15:34,six mock,2,project specific
riscv/riscv-poky,2015-12-04 16:51:20,logging bb,2,project specific
RoboCupULaval/StrategyIA,2018-03-14 06:11:22,pytest unittest,1,project specific
robotframework/robotframework,2015-08-28 12:38:00,platform os,2,project specific
RocketMap/RocketMap,2016-08-17 23:40:26,requests grequests,5,target library
romanvm/script.module.pyxbmct,2020-01-06 15:18:56,six future,2,project specific
romanvm/script.module.simpleplugin,2018-01-08 14:42:54,future six,2,project specific
romanvm/service.addic7ed,2018-10-17 10:38:41,six future,2,project specific
rosswhitfield/ase,2021-01-28 18:02:47,urllib requests,1,project specific
rougier/tiny-renderer,2019-03-08 20:36:57,pillow imageio,5,target library
Roxxers/roxbot,2018-05-05 05:06:18,aiohttp requests,5,target library
SainsburyWellcomeCentre/Pyper,2018-02-14 14:23:39,tqdm progressbar,2,project specific
Samsung/veles.znicz,2015-03-17 09:15:18,pillow scipy,2,project specific
Sandmann79/xbmc,2018-01-25 22:40:34,requests urllib2,3,target library
sanger-pathogens/gff3toembl,2017-08-07 09:19:59,six urllib,2,project specific
SasView/sasview,2011-01-18 15:38:36,numpy math,3,target library
scikit-rf/scikit-rf,2020-07-26 08:07:37,sphinx-rtd-theme sphinx,2,project specific
scikit-rf/scikit-rf,2020-07-26 08:07:37,sphinx-rtd-theme sphinx-testing,2,project specific
scoutapp/scout_apm_python,2020-01-31 11:53:29,redis fakeredis,1,project specific
scoutapp/scout_apm_python,2020-01-31 11:53:29,redis fakeredis,2,project specific
scrapinghub/python-scrapinghub,2012-03-22 22:10:57,requests urllib2,3,target library
scrapy/scrapy,2016-02-15 16:59:47,botocore boto,2,project specific
secastel/allelecounter,2016-09-23 19:04:18,pysam pyvcf,2,project specific
secastel/allelecounter,2016-09-23 19:04:18,pysam pyvcf,5,target library
sethblack/python-seo-analyzer,2016-04-28 15:45:44,requests urllib2,4,target library
SethWalkeroo/Quiet-Text,2020-10-08 07:00:37,pyyaml json,7,source library
SickChill/SickChill,2020-04-25 05:51:27,imdbpie imdbpy,1,project specific
SiCKRAGETV/SiCKRAGE,2014-06-05 01:28:59,sqlalchemy sqlite3,3,target library
SimonBlanke/hyperactive,2020-06-20 09:24:24,path multiprocessing,3,target library
six-pack/Axis-Mundi,2016-05-15 23:06:09,requests urllib2,3,target library
skyzh/canvas_grab,2020-03-06 01:51:55,configparser config,2,project specific
slice/queuebot,2018-01-17 23:50:25,pyyaml config,4,target library
smari/voting,2017-07-05 12:29:25,backports csv,2,project specific
smarkets/marge-bot,2017-12-05 14:53:40,configargparse argparse,4,target library
smlbiobot/SML-Cogs,2018-07-31 09:57:20,pyyaml ruamel,7,source library
snapcore/snapcraft,2017-05-19 14:33:23,click docopt,4,target library
snarfed/bridgy,2019-10-08 04:05:41,ujson json,5,target library
snarfed/bridgy-fed,2019-10-29 14:06:15,ujson json,5,target library
snarfed/granary,2019-10-08 04:04:52,ujson json,5,target library
snarfed/oauth-dropins,2019-10-08 01:29:42,ujson json,5,target library
snarfed/webutil,2019-10-08 01:24:29,ujson json,5,target library
snowflakedb/snowflake-ingest-python,2019-11-06 00:26:44,requests botocore,6,source library
softlayer/softlayer-python,2020-03-17 21:05:09,unittest testtools,7,source library
sourcelair/castor,2015-09-26 13:46:49,celery rq,4,target library
sr-gi/bitcoin_tools,2017-11-14 23:08:52,ujson json,5,target library
srid99/einthusan-dl,2013-11-11 20:19:17,pyyaml json,2,project specific
ssato/rpmkit,2019-11-03 06:40:10,requests urllib2,6,source library
StackStorm/st2,2021-03-15 21:23:26,json orjson,2,project specific
stan-dev/pystan,2020-06-24 17:48:07,aiohttp requests,1,project specific
stanfordnlp/stanfordnlp,2019-01-23 08:21:21,tqdm clint,4,target library
stefantalpalaru/deluge-default-trackers,2018-06-05 20:54:51,requests urllib2,7,source library
SteveMcGrath/pySecurityCenter,2013-04-09 16:30:40,urllib2 httplib,2,project specific
Stratoscale/skipper,2016-08-28 08:55:47,click argparse,3,target library
Stratoscale/skipper,2016-08-28 08:55:47,click argparse,4,target library
sunscrapers/djoser,2020-04-07 06:09:17,six algoliasearch-django,2,project specific
sunscrapers/djoser,2020-04-07 06:09:17,six django,6,source library
SvenskaSpel/locust-plugins,2020-04-09 11:26:28,confluent-kafka kafka,5,target library
SvenskaSpel/locust-plugins,2020-04-09 11:26:28,confluent-kafka kafka-python,5,target library
synacktiv/eos,2020-06-17 09:13:00,defusedxml lxml,10,source library
tanghaibao/goatools,2019-04-16 22:47:19,requests wget,7,source library
TankerHQ/tbump,2018-08-27 15:06:08,docopt argparse,3,target library
tdryer/hangups,2015-01-01 02:43:34,configargparse argparse,3,target library
tdryer/hangups,2014-09-18 03:19:17,aiohttp http,3,target library
tdryer/hangups,2014-09-18 03:19:17,aiohttp http,4,target library
tdsmith/homebrew-pypi-poet,2015-03-20 01:01:50,six urllib,2,project specific
tenable/pyTenable,2019-11-05 19:07:33,platform os,2,project specific
tendenci/tendenci,2017-10-12 14:25:44,os sys,2,project specific
tensorflow/quantum,2020-03-17 10:35:36,path multiprocessing,2,project specific
themill/wiz,2020-08-12 20:46:31,json ujson,1,project specific
tintinweb/scapy-ssl_tls,2016-11-11 13:26:33,pycryptodomex pycryptodome,2,project specific
titusz/onixcheck,2015-07-22 19:52:15,argparse click,2,project specific
tjhowse/modbus4mqtt,2020-11-07 04:43:52,ruamel pyyaml,3,target library
tomclegg/get-evidence,2011-03-21 04:20:10,simplejson json,2,project specific
tornadoweb/tornado,2014-12-05 06:37:45,sys platform,2,project specific
tue-mps/panoptic_parts,2021-05-27 07:50:02,ruamel pyyaml,6,source library
tutorgen/hpit_services,2014-09-10 23:05:35,os sys,3,target library
tychovdo/RevGAN,2019-06-25 08:22:04,pillow scipy,6,source library
UCL-INGI/INGInious,2015-03-20 20:54:27,pyyaml json,2,project specific
UNINETT/nav,2016-01-05 15:31:54,urllib2 requests,9,project specific
UofT-EcoSystem/rlscope,2021-02-03 00:20:46,pdb ipdb,7,source library
USArmyResearchLab/Dshell,2020-09-21 19:39:03,pcapy pcap,2,project specific
USArmyResearchLab/Dshell,2020-09-21 19:39:03,pcapy pypcap,2,project specific
uzh/gc3pie,2013-01-19 22:13:43,prettytable texttable,2,project specific
viaict/viaduct,2015-02-14 14:10:17,csv unicodecsv,2,project specific
vispy/vispy,2019-12-03 21:07:02,version setuptools,5,target library
voxel51/eta,2018-01-29 10:45:08,dill pickle,3,target library
vsergeev/u-msgpack-python,2013-12-01 22:21:04,unittest pytest,2,project specific
WalletConnect/py-walletconnect-bridge,2018-03-18 19:20:24,aioredis redis,5,target library
wandb/client,2019-04-26 20:34:27,backports tempfile,2,project specific
wbond/certbuilder,2015-10-23 21:44:41,flake8 pylint,9,project specific
wbond/crlbuilder,2015-10-26 14:32:27,flake8 pylint,9,project specific
weblyzard/ewrt,2019-04-01 15:10:58,http httplib,2,project specific
WhatsApp/WADebug,2019-05-28 06:28:45,unittest pytest,3,target library
WhoopInc/mkwheelhouse,2015-04-24 01:13:28,boto botocore,4,target library
wikilinks/nel,2015-04-22 05:19:19,ujson json,5,target library
wikilinks/nel,2015-04-22 05:19:19,ujson json,3,target library
wikimedia/analytics-quarry-web,2014-07-29 15:01:41,pickle json,4,target library
windsurfer1122/PSN_get_pkg_info,2018-11-10 16:41:01,pycryptodomex pycryptodome,6,source library
wkentaro/gdown,2018-10-23 16:27:17,six urllib,2,project specific
xirixiz/Home-Assistant-Sensor-Afvalwijzer,2018-03-29 18:07:29,requests urllib,3,target library
XX-net/XX-Net,2020-07-17 20:42:20,ssl pyopenssl,7,source library
yaph/geonamescache,2012-05-22 19:43:27,json pickle,2,project specific
Yelp/bravado,2017-12-18 18:57:36,msgpack u-msgpack-python,1,project specific
Yelp/bravado,2017-12-18 18:57:36,msgpack umsgpack,1,project specific
Yelp/kafka-utils,2017-05-30 20:28:21,paramiko fabric,2,project specific
Yelp/kafka-utils,2017-05-30 20:28:21,paramiko fabric3,2,project specific
Yelp/osxcollector_output_filters,2019-04-05 10:47:10,pytest testify,6,source library
Yelp/paasta,2016-06-29 17:13:19,ujson json,7,source library
Yelp/paasta,2019-06-25 20:28:55,asyncio multiprocessing,5,target library
yhat/pandasql,2015-12-22 19:09:21,pytest unittest,4,target library
yhat/pandasql,2015-12-22 19:09:21,pytest unittest,3,target library
Yinzo/SmartQQBot,2016-08-18 09:08:39,requests httplib,2,project specific
yougov/pmxbot,2021-05-13 19:24:06,importlib-metadata entrypoints,2,project specific
zhongbiaodev/py-mysql-elasticsearch-sync,2016-06-24 04:05:21,ujson json,5,target library
zopefoundation/ZEO,2004-01-05 17:04:13,zconfig zlog,4,target library
zopefoundation/ZODB,2004-01-05 17:04:13,zconfig zlog,4,target library
zopefoundation/Zope,2004-01-05 17:04:13,zconfig zlog,4,target library
zulip/zulip,2018-10-17 19:11:08,ujson json,5,target library
